Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
4;1002304;Форма банка (без печати работодателя);Покупка автомобиля;1;0.15;мужской;3;0;4;менеджер высшего звена;< 50;0;83;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1002324;Поступление зарплаты на счет;Ремонт;1;0.49;женский;1;0;2;рабочий;>250;0;7;39;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1002344;2НДФЛ;Ремонт;0;0.36;женский;1;0;4;специалист;>250;0;24;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1002364;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.56;мужской;0;0;4;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1002384;Форма банка (без печати работодателя);Ремонт;1;0.51;мужской;2;0;2;рабочий;>250;0;82;32;Другое;ЗАО;женат / замужем;3;2;0;0;0;0.015625;1;0;0;0;0.8888888889;8;1;126;9;5;0;7;51;1;0;0;0;0;0;0
4;1002404;2НДФЛ;Покупка недвижимости/ строительство;0;0.35;женский;0;0;4;вспомогательный персонал;>250;0;40;36;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1002424;Поступление зарплаты на счет;Отпуск;1;0.35;женский;0;0;4;специалист;>250;0;53;25;Другое;Иная форма;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.4;2;3;73;5;0;3;9;30;0;0;0;0;0;0;0
4;1002444;Свободная форма с печатью работодателя;Покупка мебели;1;0.2;мужской;0;0;4;менеджер среднего звена;< 50;0;79;56;Другое;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;1;3;0;31;3;2;0;13;31;0;0;0;0;0;0;0
4;1002464;Свободная форма с печатью работодателя;Ремонт;0;0.31;женский;0;0;5;специалист;>250;0;41;27;Торговля;ООО;холост / не замужем;1;0;0;0;0;0.1111111111;0;3;1;0;1;3;0;8;3;2;0;2;4;1;0;0;0;0;0;0
4;1002484;Поступление зарплаты на счет;Ремонт;1;0.5;мужской;0;0;3;рабочий;>250;1;65;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1002504;Форма банка (без печати работодателя);Другое;0;0.41;женский;0;0;6;вспомогательный персонал;>250;0;40;33;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1002524;Поступление зарплаты на счет;Ремонт;1;0.23;женский;2;0;4;специалист;>250;0;38;29;Торговля;ООО;женат / замужем;2;1;1;0;0;0.2;0;1;1;1;1;2;0;8;2;1;0;0;7;1;0;0;0;0;0;0
4;1002544;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.4;мужской;2;0;4;рабочий;>250;0;114;32;Торговля;ЗАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.3;3;7;200;10;1;6;9;101;0;0;0;0;0;0;0
4;1002564;2НДФЛ;Покупка земли;1;0.59;женский;2;0;2;рабочий;>250;0;10;44;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1002584;Форма банка (без печати работодателя);Ремонт;1;0.47;мужской;1;0;4;вспомогательный персонал;< 50;0;9;29;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1002604;2НДФЛ;Ремонт;1;0.57;женский;2;0;2;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1002624;Форма банка (без печати работодателя);Ремонт;1;0.34;мужской;0;0;4;специалист;>250;0;24;24;Другое;ЗАО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;1;3;0;33;3;1;0;16;31;0;0;0;0;0;0;0
4;1002644;Форма банка (без печати работодателя);Ремонт;1;0.17;мужской;0;0;4;менеджер среднего звена;>250;0;10;44;Другое;ООО;холост / не замужем;1;0;0;0;0;0.05;0;0;0;0;0.5;1;1;38;2;0;0;21;75;1;0;0;0;0;0;0
4;1002664;2НДФЛ;Покупка автомобиля;0;0.4;мужской;1;0;2;вспомогательный персонал;>250;0;45;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1002684;2НДФЛ;Ремонт;1;0.43;мужской;2;0;5;специалист;>250;1;47;33;Другое;ООО;женат / замужем;4;4;1;0;0;0;1;3;3;2;0.8;4;1;17;5;2;0;1;20;0;0;0;0;0;0;0
4;1002704;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.16;мужской;0;0;4;менеджер среднего звена;>250;0;32;48;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1002724;Форма банка (без печати работодателя);Ремонт;1;0.3;мужской;1;0;4;специалист;>250;0;110;31;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1002744;Поступление зарплаты на счет;Покупка автомобиля;1;0.29;мужской;1;0;2;рабочий;>250;0;7;26;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1002764;2НДФЛ;Ремонт;0;0.44;мужской;0;0;4;рабочий;>250;0;129;32;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1002784;Поступление зарплаты на счет;Ремонт;1;0.43;женский;0;0;4;вспомогательный персонал;>250;0;87;27;Информационные технологии;ЗАО;холост / не замужем;3;3;1;0;0;0.2038834951;0;0;0;0;0.3333333333;2;4;82;6;0;1;13;78;1;1;1;1;0;0;1
4;1002804;Поступление зарплаты на счет;Ремонт;1;0.47;женский;1;0;3;специалист;>250;0;68;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1002824;Форма банка (без печати работодателя);Ремонт;1;0.36;женский;1;0;4;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1002844;Форма банка (без печати работодателя);Ремонт;1;0.56;женский;0;0;4;менеджер среднего звена;>250;0;85;48;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.0066225166;1;1;0;0;0.5555555556;5;4;150;9;2;0;3;91;1;0;0;0;0;0;0
4;1002864;Свободная форма с печатью работодателя;Другое;1;0.23;мужской;0;0;4;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1002884;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.46;женский;0;0;4;специалист;>250;0;69;28;Другое;Иная форма;женат / замужем;0;0;0;0;0;0.0158730159;0;0;0;0;0.1666666667;1;5;62;6;0;4;12;95;1;0;0;0;0;0;0
4;1002904;Поступление зарплаты на счет;Ремонт;1;0.26;мужской;2;0;2;рабочий;>250;0;65;31;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;1;0;0;0.75;3;1;43;4;1;1;4;17;0;0;0;0;0;0;0
4;1002924;2НДФЛ;Ремонт;0;0.52;женский;0;0;4;специалист;>250;0;222;40;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1002944;Форма банка (без печати работодателя);Ремонт;0;0.19;мужской;0;0;4;менеджер среднего звена;>250;0;150;34;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1002964;Поступление зарплаты на счет;Ремонт;1;0.56;мужской;1;0;2;вспомогательный персонал;>250;0;26;36;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0597014925;1;0;0;0;0.25;1;3;63;4;1;0;16;113;1;0;0;0;0;0;0
4;1002984;Поступление зарплаты на счет;Ремонт;1;0.33;мужской;0;0;2;рабочий;>250;0;167;51;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003004;Поступление зарплаты на счет;Покупка мебели;0;0.28;женский;0;0;4;специалист;>250;0;100;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003024;Поступление зарплаты на счет;Покупка автомобиля;1;0.29;женский;0;0;4;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003044;Поступление зарплаты на счет;Покупка автомобиля;0;0.41;мужской;0;0;4;менеджер высшего звена;>250;0;9;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003064;Поступление зарплаты на счет;Покупка автомобиля;0;0.22;мужской;0;0;4;специалист;>250;0;26;26;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
4;1003084;Форма банка (без печати работодателя);Другое;0;0.48;женский;1;0;4;менеджер среднего звена;< 50;0;111;37;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003104;Форма банка (без печати работодателя);Ремонт;0;0.29;мужской;0;0;3;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003124;Поступление зарплаты на счет;Отпуск;1;0.26;мужской;0;0;2;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003144;Форма банка (без печати работодателя);Ремонт;1;0.07;мужской;1;0;4;специалист;>250;0;61;39;Другое;ООО;женат / замужем;3;0;0;0;0;0.1077844311;0;1;1;0;0.6;3;2;149;5;1;0;2;117;1;0;0;0;0;0;0
4;1003164;Поступление зарплаты на счет;Обучение;1;0.07;женский;1;0;4;специалист;>250;0;9;49;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003184;2НДФЛ;Покупка недвижимости/ строительство;1;0.28;мужской;2;0;4;вспомогательный персонал;>250;0;18;47;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003204;Поступление зарплаты на счет;Ремонт;0;0.16;мужской;1;0;4;менеджер среднего звена;>250;1;34;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003224;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.44;мужской;2;0;2;рабочий;>250;1;21;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003244;Форма банка (без печати работодателя);Ремонт;1;0.25;женский;0;0;2;менеджер среднего звена;>250;0;265;49;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003264;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.32;женский;0;0;2;рабочий;>250;0;208;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003284;Поступление зарплаты на счет;Ремонт;1;0.34;мужской;0;0;2;рабочий;>250;0;8;27;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003304;Поступление зарплаты на счет;Покупка автомобиля;1;0.09;женский;0;0;4;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003324;Форма банка (без печати работодателя);Ремонт;0;0.39;мужской;0;0;4;менеджер среднего звена;>250;0;44;31;Информационные технологии;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
4;1003344;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;2;0;4;вспомогательный персонал;>250;1;50;41;Информационные технологии;ООО;женат / замужем;1;1;1;0;0;0.0136986301;1;2;0;0;0.625;5;3;72;8;4;0;4;93;1;0;0;0;0;0;0
4;1003364;2НДФЛ;Ремонт;1;0.41;женский;0;0;;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003384;2НДФЛ;Ремонт;0;0.35;женский;0;0;4;специалист;>250;0;13;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003404;Свободная форма с печатью работодателя;Ремонт;1;0.49;мужской;0;0;2;рабочий;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003424;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.47;женский;1;0;2;рабочий;>250;1;51;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003444;Поступление зарплаты на счет;Обучение;0;0.46;женский;2;0;4;вспомогательный персонал;>250;0;36;36;Другое;Иная форма;холост / не замужем;2;2;1;0;0;0;0;4;1;1;0.625;5;3;57;8;4;2;0;27;0;0;0;0;0;0;0
4;1003464;2НДФЛ;Ремонт;0;0.54;мужской;2;0;4;специалист;>250;0;25;35;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003484;2НДФЛ;Ремонт;0;0.15;женский;0;0;4;менеджер среднего звена;>250;0;43;46;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003504;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.18;мужской;0;0;1;менеджер высшего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003524;Форма банка (без печати работодателя);Покупка мебели;1;0.4;мужской;1;0;3;менеджер среднего звена;>250;0;159;35;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003544;2НДФЛ;Ремонт;1;0.51;мужской;0;0;2;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003564;Форма банка (без печати работодателя);Ремонт;0;0.39;мужской;1;0;4;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003584;2НДФЛ;Ремонт;0;0.43;женский;1;0;4;специалист;>250;0;110;30;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003604;Поступление зарплаты на счет;Ремонт;1;0.23;мужской;0;0;4;менеджер среднего звена;>250;0;13;29;Другое;ООО;холост / не замужем;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003624;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.22;женский;0;0;4;вспомогательный персонал;>250;0;36;26;Торговля;ООО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;0;0;1;7;1;0;0;59;59;0;0;0;0;0;0;0
4;1003644;Поступление зарплаты на счет;Ремонт;0;0.5;женский;0;0;4;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003664;Форма банка (без печати работодателя);Ремонт;0;0.55;мужской;0;0;4;специалист;>250;0;74;29;Торговля;ЗАО;холост / не замужем;1;0;0;0;0;0;0;0;0;0;0.5;3;3;84;6;0;0;4;73;0;0;0;0;0;0;0
4;1003684;Поступление зарплаты на счет;Ремонт;0;0.31;мужской;2;0;2;специалист;>250;0;30;27;Торговля;ЗАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;1;2;0;8;2;1;0;6;6;0;0;0;0;0;0;0
4;1003704;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;0;0;2;рабочий;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003724;Поступление зарплаты на счет;Ремонт;1;0.49;женский;1;0;4;вспомогательный персонал;>250;0;14;35;Торговля;ООО;разведен / разведена;5;2;1;0;0;0.0104166667;0;2;1;1;0.5833333333;7;5;95;12;4;0;1;84;1;0;0;0;0;0;0
4;1003744;2НДФЛ;Покупка автомобиля;1;0.49;мужской;1;0;4;рабочий;>250;3;35;28;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003764;2НДФЛ;Ремонт;1;0.14;женский;0;0;4;менеджер среднего звена;>250;0;25;32;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003784;Поступление зарплаты на счет;Покупка автомобиля;0;0.14;мужской;1;0;2;рабочий;>250;0;14;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003804;Форма банка (без печати работодателя);Ремонт;0;0.09;женский;1;0;4;специалист;< 50;0;88;37;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003824;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.32;мужской;0;0;4;менеджер среднего звена;>250;0;50;27;Другое;ОАО;женат / замужем;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;
4;1003844;Форма банка (без печати работодателя);Ремонт;1;0.22;мужской;1;0;4;менеджер высшего звена;< 50;0;17;37;Другое;ООО;женат / замужем;10;10;10;8;8;0.1411764706;1;0;0;0;0.1666666667;2;4;73;6;1;0;12;83;1;0;0;0;0;0;0
4;1003864;Форма банка (без печати работодателя);Отпуск;0;0.2;женский;1;0;4;специалист;>250;0;47;32;Другое;Государственное предприятие;разведен / разведена;1;1;0;0;0;0.0303030303;0;1;0;0;0.6666666667;4;2;64;6;0;0;4;21;1;0;0;0;0;0;0
4;1003884;Поступление зарплаты на счет;Отпуск;1;0.25;женский;0;0;4;специалист;>250;1;84;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1003904;Поступление зарплаты на счет;Лечение;0;0.45;мужской;0;0;4;вспомогательный персонал;>250;0;91;33;Торговля;ЗАО;женат / замужем;2;0;0;0;0;0.0789473684;0;1;1;0;0.4;2;3;35;5;0;0;2;65;1;0;0;0;0;0;0
